Date,Value
2023-07-13,0
2023-07-14,0
2023-07-15,0
2023-07-16,0
2023-07-17,0
2023-07-18,0
2023-07-19,0
2023-07-20,0
2023-07-21,0
2023-07-22,0
2023-07-23,0
2023-07-24,0
2023-07-25,0
2023-07-26,0
2023-07-27,0
2023-07-28,0
2023-07-29,0
2023-07-30,0
2023-07-31,0
2023-08-01,0
2023-08-02,0
2023-08-03,0
2023-08-04,0
2023-08-05,0
2023-08-06,0
2023-08-07,0
2023-08-08,0
2023-08-09,0
2023-08-10,0
2023-08-11,0
2023-08-12,0
2023-08-13,0
2023-08-14,0
2023-08-15,0
2023-08-16,0
2023-08-17,0
2023-08-18,0
2023-08-19,0
2023-08-20,0
2023-08-21,0
2023-08-22,0
2023-08-23,0
2023-08-24,0
2023-08-25,0
2023-08-26,0
2023-08-27,0
2023-08-28,0
2023-08-29,0
2023-08-30,0
2023-08-31,0
2023-09-01,0
2023-09-02,0
2023-09-03,0
2023-09-04,0
2023-09-05,0
2023-09-06,0
2023-09-07,0
2023-09-08,0
2023-09-09,0
2023-09-10,0
2023-09-11,0
2023-09-12,0
2023-09-13,0
2023-09-14,0
2023-09-15,0
2023-09-16,0
2023-09-17,0
2023-09-18,0
2023-09-19,0
2023-09-20,0
2023-09-21,0
2023-09-22,0
2023-09-23,0
2023-09-24,0
2023-09-25,0
2023-09-26,0
2023-09-27,0
2023-09-28,0
2023-09-29,0
2023-09-30,0
2023-10-01,0
2023-10-02,0
2023-10-03,0
2023-10-04,0
2023-10-05,0
2023-10-06,0
2023-10-07,0
2023-10-08,0
2023-10-09,0
2023-10-10,0
2023-10-11,0
2023-10-12,0
2023-10-13,0
2023-10-14,0
2023-10-15,0
2023-10-16,0
2023-10-17,0
2023-10-18,0
2023-10-19,0
2023-10-20,0
2023-10-21,0
2023-10-22,0
2023-10-23,0
2023-10-24,0
2023-10-25,0
2023-10-26,0
2023-10-27,0
2023-10-28,0
2023-10-29,0
2023-10-30,0
2023-10-31,0
2023-11-01,0
2023-11-02,0
2023-11-03,0
2023-11-04,0
2023-11-05,0
2023-11-06,0
2023-11-07,0
2023-11-08,0
2023-11-09,0
2023-11-10,0
2023-11-11,0
2023-11-12,0
2023-11-13,0
2023-11-14,0
2023-11-15,0
2023-11-16,0
2023-11-17,0
2023-11-18,0
2023-11-19,0
2023-11-20,0
2023-11-21,0
2023-11-22,0
2023-11-23,0
2023-11-24,0
2023-11-25,0
2023-11-26,0
2023-11-27,0
2023-11-28,0
2023-11-29,0
2023-11-30,0
2023-12-01,0
2023-12-02,0
2023-12-03,0
2023-12-04,0
2023-12-05,0
2023-12-06,0
2023-12-07,0
2023-12-08,0
2023-12-09,0
2023-12-10,0
2023-12-11,0
2023-12-12,0
2023-12-13,0
2023-12-14,0
2023-12-15,0
2023-12-16,0
2023-12-17,0
2023-12-18,0
2023-12-19,0
2023-12-20,0
2023-12-21,0
2023-12-22,0
2023-12-23,0
2023-12-24,0
2023-12-25,0
2023-12-26,0
2023-12-27,0
2023-12-28,0
2023-12-29,0
2023-12-30,0
2023-12-31,0
2024-01-01,0
2024-01-02,0
2024-01-03,0
2024-01-04,0
2024-01-05,0
2024-01-06,0
2024-01-07,0
2024-01-08,0
2024-01-09,0
2024-01-10,0
2024-01-11,0
2024-01-12,0
2024-01-13,0
2024-01-14,0
2024-01-15,0
2024-01-16,0
2024-01-17,0
2024-01-18,0
2024-01-19,0
2024-01-20,0
2024-01-21,0
2024-01-22,0
2024-01-23,0
2024-01-24,0
2024-01-25,0
2024-01-26,0
2024-01-27,0
2024-01-28,0
2024-01-29,0
2024-01-30,0
2024-01-31,0
2024-02-01,0
2024-02-02,341
2024-02-03,6438
2024-02-04,12413
2024-02-05,12600
2024-02-06,26696
2024-02-07,0
2024-02-08,80943
2024-02-09,92874
2024-02-10,99274
2024-02-11,104641
2024-02-12,107817
2024-02-13,118703
2024-02-14,146363
2024-02-15,181601
2024-02-16,190659
2024-02-17,190825
2024-02-18,191105
2024-02-19,191830
2024-02-20,192103
2024-02-21,192325
2024-02-22,192444
2024-02-23,192452
2024-02-24,160614
2024-02-25,160668
2024-02-26,160759
2024-02-27,160790
2024-02-28,160955
2024-02-29,160980
2024-03-01,161113
2024-03-02,161146
2024-03-03,161166
2024-03-04,161191
2024-03-05,161359
2024-03-06,161465
2024-03-07,161532
2024-03-08,161575
2024-03-09,161646
2024-03-10,161751
2024-03-11,161870
2024-03-12,161980
2024-03-13,162036
2024-03-14,162128
2024-03-15,162159
2024-03-16,162172
2024-03-17,162224
2024-03-18,162721
2024-03-19,163040
2024-03-20,163250
2024-03-21,163357
2024-03-22,163438
2024-03-23,163458
2024-03-24,163474
2024-03-25,163538
2024-03-26,163584
2024-03-27,163656
2024-03-28,163671
2024-03-29,163718
2024-03-30,163749
2024-03-31,163772
2024-04-01,163793
2024-04-02,163833
2024-04-03,163886
2024-04-04,163916
2024-04-05,163978
2024-04-06,164007
2024-04-07,164035
2024-04-08,164091
2024-04-09,164174
2024-04-10,164226
2024-04-11,164297
2024-04-12,164361
2024-04-13,164388
2024-04-14,164423
2024-04-15,164559
2024-04-16,164755
2024-04-17,164842
2024-04-18,164917
2024-04-19,164957
2024-04-20,165001
2024-04-21,165056
2024-04-22,165111
2024-04-23,165193
2024-04-24,165276
2024-04-25,165357
2024-04-26,165425
2024-04-27,165515
2024-04-28,165620
2024-04-29,165728
2024-04-30,165774
2024-05-01,165836
2024-05-02,165944
2024-05-03,166031
2024-05-04,166052
2024-05-05,166086
2024-05-06,166170
2024-05-07,166255
2024-05-08,166373
2024-05-09,166409
2024-05-10,166459
2024-05-11,166478
2024-05-12,166489
2024-05-13,166816
2024-05-14,166869
2024-05-15,167056
2024-05-16,167107
2024-05-17,167157
2024-05-18,167182
2024-05-19,167220
2024-05-20,167403
2024-05-21,167467
2024-05-22,167494
2024-05-23,167875
2024-05-24,168512
2024-05-25,168946
2024-05-26,168952
2024-05-27,169139
2024-05-28,169778
2024-05-29,169925
2024-05-30,170482
2024-05-31,171836
2024-06-01,172227
2024-06-02,172522
2024-06-03,173427
2024-06-04,173708
2024-06-05,173831
2024-06-06,173971
2024-06-07,174071
2024-06-08,174121
2024-06-09,174234
2024-06-10,174339
2024-06-11,174395
2024-06-12,174448
2024-06-13,174469
2024-06-14,174514
2024-06-15,174536
2024-06-16,174609
2024-06-17,175160
2024-06-18,175261
2024-06-19,175331
2024-06-20,175376
2024-06-21,175480
2024-06-22,175505
2024-06-23,175559
2024-06-24,175772
2024-06-25,175829
2024-06-26,175879
2024-06-27,175917
2024-06-28,175937
2024-06-29,175951
2024-06-30,175977
2024-07-01,176074
2024-07-02,176156
2024-07-03,176245
2024-07-04,176419
2024-07-05,176512
2024-07-06,176539
2024-07-07,176556
2024-07-08,176590
2024-07-09,176610
2024-07-10,176672
2024-07-11,176712
2024-07-12,176751
2024-07-13,176774
2024-07-14,176781
2024-07-15,176913
2024-07-16,177003
2024-07-17,177038
2024-07-18,177070
2024-07-19,177294
2024-07-20,177367
2024-07-21,177369
2024-07-22,177583
2024-07-23,177632
2024-07-24,177767
2024-07-25,177811
2024-07-26,178161
2024-07-27,178267
2024-07-28,178390
2024-07-29,178581
2024-07-30,178873
2024-07-31,179397
2024-08-01,179651
2024-08-02,180140
2024-08-03,181405
2024-08-04,183517
2024-08-05,184370
2024-08-06,185255
2024-08-07,186057
2024-08-08,207174
2024-08-09,207174
2024-08-10,207174
2024-08-11,207174
2024-08-12,207174
2024-08-13,207174
2024-08-14,208214
2024-08-15,208632
2024-08-16,208968
2024-08-17,209730
2024-08-18,210209
2024-08-19,211375
2024-08-20,212935
2024-08-21,214031
2024-08-22,214122
2024-08-23,214811
2024-08-24,214939
2024-08-25,215220
2024-08-26,215334
2024-08-27,215052
2024-08-28,214496
2024-08-29,214657
2024-08-30,214789
2024-08-31,214936
2024-09-01,215063
2024-09-02,215299
2024-09-03,215735
2024-09-04,215975
2024-09-05,216123
2024-09-06,216157
2024-09-07,216189
2024-09-08,216215
2024-09-09,216302
2024-09-10,216537
2024-09-11,216642
2024-09-12,216811
2024-09-13,216971
2024-09-14,217015
2024-09-15,217067
2024-09-16,217188
2024-09-17,217399
2024-09-18,217434
2024-09-19,217515
2024-09-20,217536
2024-09-21,217562
2024-09-22,217591
2024-09-23,217699
2024-09-24,217730
2024-09-25,217827
2024-09-26,217926
2024-09-27,218010
2024-09-28,218028
2024-09-29,218042
2024-09-30,218074
2024-10-01,218116
